id,antimicrobial
betaL-g0460_CTX-M-71,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0461_CTX-M-72,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0462_CTX-M-74,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0463_CTX-M-75,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0464_CTX-M-76,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0465_CTX-M-77,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0466_CTX-M-78,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0467_CTX-M-79,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0468_CTX-M-8,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0469_CTX-M-80,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0470_CTX-M-81,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0471_CTX-M-82,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0472_CTX-M-83,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0473_CTX-M-84,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0474_CTX-M-85,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0475_CTX-M-86,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0476_CTX-M-87,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0477_CTX-M-88,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0478_CTX-M-89,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0479_CTX-M-9,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0480_CTX-M-90,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0481_CTX-M-91,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0482_CTX-M-92,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0483_CTX-M-93,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0484_CTX-M-94,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0485_CTX-M-95,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0486_CTX-M-96,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0487_CTX-M-97,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0488_CTX-M-98,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0489_CTX-M-99,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0490_DES-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0491_DHA-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0492_DHA-12,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0493_DHA-2,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0494_DHA-3,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0495a_DHA-5,
betaL-g0496_DHA-6,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0497_DHA-7,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0498_DIM-1,
betaL-g0499_EBR-1,
betaL-g0500_ERP-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0501_FAR-1,
betaL-g0502_FIM-1,
betaL-g0503_FONA-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0504_FONA-2,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0505_FONA-3,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0506a_FONA-4,
betaL-g0507_FONA-5,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0508_FONA-6,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0509_FOX-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0510_FOX-10,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0511_FOX-2,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0512_FOX-3,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0513_FOX-4,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0514_FOX-5,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0515_FOX-6,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0516_FOX-7,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0517_FOX-8,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0518_FOX-9,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0519_FUS-1,
betaL-g0520_GES-1,
betaL-g0521_GES-10,
betaL-g0522_GES-11,
betaL-g0523_GES-12,
betaL-g0524_GES-13,
betaL-g0525_GES-14,
betaL-g0526_GES-15,
betaL-g0527_GES-16,
betaL-g0528_GES-17,
betaL-g0529_GES-18,
betaL-g0530_GES-19,
betaL-g0531_GES-2,
betaL-g0532_GES-20,
betaL-g0533_GES-21,
betaL-g0534_GES-22,
betaL-g0535_GES-23,
betaL-g0536_GES-3,
betaL-g0537_GES-4,
betaL-g0538_GES-5,
betaL-g0539_GES-6,
betaL-g0540_GES-7,
betaL-g0541_GES-8,
betaL-g0542_GES-9,
betaL-g0543_GIM-1,
betaL-g0545_GOB-1,
betaL-g0546_GOB-10,
betaL-g0547_GOB-11,
betaL-g0548_GOB-12,
betaL-g0549_GOB-13,
betaL-g0550_GOB-14,
betaL-g0551_GOB-15,
betaL-g0552_GOB-16,
betaL-g0553_GOB-17,
betaL-g0554_GOB-18,
betaL-g0555_GOB-2,
betaL-g0556_GOB-3,
betaL-g0557_GOB-6,
betaL-g0558_GOB-7,
betaL-g0559_GOB-8,
betaL-g0560_GOB-9,
betaL-g0561_HERA-1,
betaL-g0562_HERA-2,
betaL-g0563_HERA-3,
betaL-g0564_HERA-4,
betaL-g0565_HERA-5,
betaL-g0566_HERA-6,
betaL-g0568_HERA-8,
betaL-g0569_hugA,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0570_IBC-1,
betaL-g0571_IBC-2,
betaL-g0573_IMI-1,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"
betaL-g0574_IMI-2,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"
betaL-g0576_IMI-3,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"
betaL-g0578_IMI-4,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"
betaL-g0579_IMP-1,
betaL-g0580_IMP-10,
betaL-g0581_IMP-11,
betaL-g0582_IMP-12,
betaL-g0583_IMP-13,
betaL-g0584_IMP-14,
betaL-g0585_IMP-15,
betaL-g0586_IMP-16,
betaL-g0587_IMP-18,
betaL-g0588_IMP-19,
betaL-g0589_IMP-2,
betaL-g0590_IMP-20,
betaL-g0591_IMP-21,
betaL-g0592_IMP-22,
betaL-g0593_IMP-24,
betaL-g0594_IMP-25,
betaL-g0595_IMP-26,
betaL-g0596_IMP-27,
betaL-g0597_IMP-28,
betaL-g0598_IMP-29,
betaL-g0599_IMP-3,
betaL-g0600_IMP-30,
betaL-g0601_IMP-31,
betaL-g0602_IMP-32,
betaL-g0603_IMP-33,
betaL-g0604_IMP-34,
betaL-g0605_IMP-35,
betaL-g0606_IMP-37,
betaL-g0607_IMP-38,
betaL-g0608_IMP-4,
betaL-g0609_IMP-40,
betaL-g0610_IMP-41,
betaL-g0611_IMP-42,
betaL-g0612_IMP-43,
betaL-g0613_IMP-44,
betaL-g0614_IMP-5,
betaL-g0615_IMP-6,
betaL-g0616_IMP-7,
betaL-g0617_IMP-8,
betaL-g0618_IMP-9,
betaL-g0619_IND-1,
betaL-g0620a_IND-10,
betaL-g0621_IND-11,
betaL-g0622_IND-12,
betaL-g0623_IND-14,
betaL-g0624_IND-15,
betaL-g0625_IND-2,
betaL-g0626_IND-2a,
betaL-g0627_IND-3,
betaL-g0628_IND-4,
betaL-g0629_IND-5,
betaL-g0630a_IND-6,
betaL-g0631_IND-7,
betaL-g0632_IND-8,
betaL-g0633_IND-9,
betaL-g0634_JOHN-1,
betaL-g0635_KHM-1,
betaL-g0637_KLUC-2,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0638_KLUG-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0639_KPC-10,
betaL-g0640_KPC-11,
betaL-g0641_KPC-12,
betaL-g0643_KPC-14,
betaL-g0644_KPC-15,
betaL-g0645_KPC-16,
betaL-g0646_KPC-17,
betaL-g0647_KPC-2,
betaL-g0648_KPC-3,
betaL-g0650_KPC-5,
betaL-g0651_KPC-6,
betaL-g0652_KPC-7,
betaL-g0653_KPC-8,
betaL-g0654_KPC-9,
betaL-g0655_L-1,
betaL-g0656_L-2,
betaL-g0657_LAP-1,Ampicillin
betaL-g0658_LAP-2,Ampicillin
betaL-g0659_LAT-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0661a_LEN-1,
betaL-g0662_LEN-10,
betaL-g0663_LEN-11,
betaL-g0664_LEN-12,
betaL-g0665_LEN-13,
betaL-g0666_LEN-14,
betaL-g0667_LEN-15,
betaL-g0668_LEN-16,
betaL-g0669_LEN-18,
betaL-g0670_LEN-19,
betaL-g0671_LEN-2,
betaL-g0672_LEN-20,
betaL-g0673_LEN-21,
betaL-g0674_LEN-22,
betaL-g0675_LEN-23,
betaL-g0676a_LEN-24,
betaL-g0677_LEN-3,
betaL-g0678_LEN-4,
betaL-g0679_LEN-5,
betaL-g0680_LEN-6,
betaL-g0681_LEN-7,
betaL-g0682_LEN-8,
betaL-g0683_LEN-9,
betaL-g0684_LUT-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0685_M-1,
betaL-g0686_MAL-1,
betaL-g0687_MAL-2,
betaL-g0688_MIR-1,
betaL-g0689_MIR-2,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0690_MIR-3,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0691_MIR-4,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0692_MIR-5,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0693_MIR-6,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0695_MOR-2,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0696_MOX-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0697_MOX-2,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0698_MOX-3,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0699_MOX-4,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0700_MOX-5,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0701_MOX-6,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0702_MOX-7,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0703_MUS-1,
betaL-g0704_NDM-1,Meropenem
betaL-g0705_NDM-10,
betaL-g0706_NDM-2,
betaL-g0707_NDM-3,
betaL-g0708_NDM-4,
betaL-g0709_NDM-5,
betaL-g0710_NDM-6,
betaL-g0711_NDM-7,
betaL-g0712_NDM-8,
betaL-g0713_NDM-9,
betaL-g0714_NMC-A,
betaL-g0715_NPS-1,
betaL-g0716_OCH-2,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0717_OCH-3,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0718_OCH-4,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0719_OCH-5,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0720_OCH-6,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0721_OCH-7,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0722_OCH-8,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0723_OHIO-1,
betaL-g0724_OKP-A-1,
betaL-g0725_OKP-A-10,
betaL-g0726a_OKP-A-11,
betaL-g0727a_OKP-A-12,
betaL-g0728_OKP-A-13,
betaL-g0729_OKP-A-14,
betaL-g0730_OKP-A-15,
betaL-g0731_OKP-A-16,
betaL-g0732_OKP-A-2,
betaL-g0733_OKP-A-3,
betaL-g0734_OKP-A-4,
betaL-g0735_OKP-A-5,
betaL-g0736_OKP-A-6,
betaL-g0737_OKP-A-7,
betaL-g0738_OKP-A-8,
betaL-g0739_OKP-A-9,
betaL-g0740_OKP-B-1,
betaL-g0741_OKP-B-10,
betaL-g0742_OKP-B-11,
betaL-g0743_OKP-B-12,
betaL-g0744_OKP-B-13,
betaL-g0745_OKP-B-14,
betaL-g0746_OKP-B-15,
betaL-g0748_OKP-B-17,
betaL-g0749_OKP-B-18,
betaL-g0750_OKP-B-19,
betaL-g0751_OKP-B-2,
betaL-g0752_OKP-B-20,
betaL-g0753_OKP-B-3,
betaL-g0754_OKP-B-4,
betaL-g0755_OKP-B-5,
betaL-g0756_OKP-B-6,
betaL-g0757_OKP-B-7,
betaL-g0758_OKP-B-8,
betaL-g0759_OKP-B-9,
betaL-g0760_ompK35_Chr,
betaL-g0761_ompK36_Chr,
betaL-g0762_OXA-1,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Piperacillin, Piperacillin+Tazobactam"
betaL-g0763_OXA-10,"Amoxicillin, Ampicillin, Aztreonam, Piperacillin, Piperacillin+Tazobactam"
betaL-g0764_OXA-100,
betaL-g0765_OXA-101,
betaL-g0768_OXA-104,
betaL-g0770_OXA-106,
betaL-g0771_OXA-107,
betaL-g0772_OXA-108,
betaL-g0773_OXA-109,
betaL-g0774_OXA-11,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0775_OXA-110,
betaL-g0776_OXA-111,
betaL-g0777_OXA-112,
betaL-g0778_OXA-113,
betaL-g0779_OXA-114a,
betaL-g0780_OXA-115,
betaL-g0781_OXA-116,
betaL-g0782_OXA-117,
betaL-g0783_OXA-118,
betaL-g0784_OXA-119,
betaL-g0785_OXA-12,
betaL-g0786_OXA-120,
betaL-g0787_OXA-128,
betaL-g0788_OXA-129,
betaL-g0789_OXA-13,
betaL-g0790_OXA-130,
betaL-g0791_OXA-131,
betaL-g0792_OXA-132,
betaL-g0793_OXA-133,
betaL-g0794_OXA-134,
betaL-g0795a_OXA-136,
betaL-g0796a_OXA-137,
betaL-g0797_OXA-138,
betaL-g0798_OXA-139,
betaL-g0799_OXA-14,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0800_OXA-141,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0801_OXA-142,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0802_OXA-143,
betaL-g0803_OXA-144,
betaL-g0804_OXA-145,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0805_OXA-146,
betaL-g0806_OXA-147,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0807_OXA-148,
betaL-g0808_OXA-149,
betaL-g0809_OXA-15,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0810_OXA-150,
betaL-g0811_OXA-16,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0812_OXA-160,
betaL-g0813_OXA-161,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0814_OXA-162,
betaL-g0815_OXA-163,
betaL-g0816_OXA-164,
betaL-g0817_OXA-165,
betaL-g0818_OXA-166,
betaL-g0819_OXA-167,
betaL-g0820_OXA-168,
betaL-g0821_OXA-169,
betaL-g0822_OXA-17,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0823_OXA-170,
betaL-g0824_OXA-171,
betaL-g0825_OXA-172,
betaL-g0826_OXA-173,
betaL-g0827_OXA-174,
betaL-g0828_OXA-175,
betaL-g0829_OXA-176,
betaL-g0830_OXA-177,
betaL-g0831_OXA-178,
betaL-g0832_OXA-179,
betaL-g0833_OXA-18,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0834_OXA-180,
betaL-g0835_OXA-181,
betaL-g0836_OXA-182,
betaL-g0837_OXA-183,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0842_OXA-19,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0845_OXA-192,
betaL-g0846_OXA-194,
betaL-g0847_OXA-195,
betaL-g0848_OXA-196,
betaL-g0849_OXA-197,
betaL-g0850_OXA-198,
betaL-g0851_OXA-199,
betaL-g0852_OXA-2,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Ceftazidime, Piperacillin"
betaL-g0853_OXA-20,
betaL-g0854_OXA-200,
betaL-g0855_OXA-201,
betaL-g0856_OXA-202,
betaL-g0857_OXA-203,
betaL-g0858_OXA-204,
betaL-g0859_OXA-205,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0860_OXA-206,
betaL-g0861_OXA-207,
betaL-g0862_OXA-208,
betaL-g0863_OXA-209,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0864_OXA-21,
betaL-g0865_OXA-210,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0866_OXA-211,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0867_OXA-212,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0868_OXA-213,
betaL-g0869_OXA-214,
betaL-g0870_OXA-215,
betaL-g0871_OXA-216,
betaL-g0872_OXA-217,
betaL-g0873_OXA-219,
betaL-g0874_OXA-22,
betaL-g0875_OXA-223,
betaL-g0876_OXA-224,
betaL-g0877_OXA-225,
betaL-g0878_OXA-228,
betaL-g0879_OXA-229,
betaL-g0880_OXA-23,
betaL-g0881_OXA-230,
betaL-g0882_OXA-231,
betaL-g0883_OXA-232,
betaL-g0884_OXA-235,
betaL-g0885_OXA-236,
betaL-g0886_OXA-237,
betaL-g0887_OXA-239,
betaL-g0888_OXA-24,
betaL-g0889_OXA-240,
betaL-g0890_OXA-241,
betaL-g0891_OXA-242,
betaL-g0892_OXA-243,
betaL-g0893_OXA-244,Carbapenam
betaL-g0894_OXA-245,
betaL-g0895_OXA-247,
betaL-g0896_OXA-248,
betaL-g0897_OXA-249,
betaL-g0898_OXA-25,
betaL-g0899_OXA-250,
betaL-g0900_OXA-251,
betaL-g0901_OXA-253,
betaL-g0902_OXA-254,
betaL-g0903_OXA-255,
betaL-g0904_OXA-256,
betaL-g0905_OXA-257,
betaL-g0906_OXA-258,
betaL-g0908_OXA-26,
betaL-g0919_OXA-27,
betaL-g0928_OXA-278,
betaL-g0930_OXA-28,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0941_OXA-29,
betaL-g0952_OXA-3,
betaL-g0962_OXA-309,
betaL-g0963_OXA-31,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0964_OXA-312,
betaL-g0965_OXA-313,
betaL-g0966_OXA-314,
betaL-g0967_OXA-315,
betaL-g0968_OXA-316,
betaL-g0969_OXA-317,
betaL-g0970_OXA-32,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0971_OXA-320,
betaL-g0972_OXA-322,
betaL-g0973_OXA-323,
betaL-g0974_OXA-324,
betaL-g0975_OXA-325,
betaL-g0976_OXA-326,
betaL-g0977_OXA-327,
betaL-g0978_OXA-328,
betaL-g0979_OXA-329,
betaL-g0980_OXA-33,
betaL-g0981_OXA-330,
betaL-g0982_OXA-331,
betaL-g0983_OXA-332,
betaL-g0984_OXA-333,
betaL-g0985_OXA-334,
betaL-g0986_OXA-335,
betaL-g0987_OXA-34,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0988_OXA-347,
betaL-g0989_OXA-348,
betaL-g0990_OXA-349,
betaL-g0991_OXA-35,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g0992_OXA-350,
betaL-g0993_OXA-351,
betaL-g0994_OXA-352,
betaL-g0995_OXA-353,
betaL-g0996_OXA-354,
betaL-g0997_OXA-355,
betaL-g0998_OXA-356,
betaL-g0999_OXA-357,
betaL-g1000_OXA-358,
betaL-g1001_OXA-359,
betaL-g1002_OXA-36,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1003_OXA-360,
betaL-g1004_OXA-361,
betaL-g1005_OXA-362,
betaL-g1006_OXA-363,
betaL-g1007_OXA-365,
betaL-g1008_OXA-37,
betaL-g1009_OXA-370,
betaL-g1010_OXA-371,
betaL-g1011_OXA-374,
betaL-g1012_OXA-375,
betaL-g1013_OXA-376,
betaL-g1014_OXA-377,
betaL-g1015_OXA-378,
betaL-g1016_OXA-379,
betaL-g1017_OXA-380,
betaL-g1018_OXA-381,
betaL-g1019_OXA-382,
betaL-g1020_OXA-383,
betaL-g1021_OXA-384,
betaL-g1022_OXA-385,
betaL-g1023_OXA-386,
betaL-g1024_OXA-388,
betaL-g1025_OXA-389,
betaL-g1026_OXA-390,
betaL-g1027_OXA-4,
betaL-g1028_OXA-42,
betaL-g1029_OXA-43,
betaL-g1030_OXA-45,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1031_OXA-46,
betaL-g1032_OXA-47,
betaL-g1033_OXA-48,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"
betaL-g1034_OXA-49,
betaL-g1035_OXA-5,
betaL-g1036_OXA-50,Ampicillin
betaL-g1037_OXA-51,
betaL-g1038_OXA-53,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1039_OXA-54,
betaL-g1040_OXA-55,
betaL-g1041_OXA-56,
betaL-g1042_OXA-57,
betaL-g1043_OXA-58,
betaL-g1044_OXA-59,
betaL-g1045_OXA-60,
betaL-g1046a_OXA-61,
betaL-g1047_OXA-62,
betaL-g1048_OXA-63,"Amoxicillin, Ampicillin, Piperacillin"
betaL-g1049_OXA-64,
betaL-g1050_OXA-65,
betaL-g1051_OXA-66,
betaL-g1052_OXA-67,
betaL-g1053_OXA-68,
betaL-g1054_OXA-69,
betaL-g1055_OXA-7,
betaL-g1056_OXA-70,
betaL-g1057_OXA-71,
betaL-g1058_OXA-72,
betaL-g1059_OXA-73,
betaL-g1060_OXA-74,
betaL-g1061_OXA-75,
betaL-g1062_OXA-76,
betaL-g1063_OXA-77,
betaL-g1064_OXA-78,
betaL-g1065_OXA-79,
betaL-g1066_OXA-80,
betaL-g1067_OXA-82,
betaL-g1068_OXA-83,
betaL-g1069_OXA-84,
betaL-g1071_OXA-86,
betaL-g1072_OXA-87,
betaL-g1073_OXA-88,
betaL-g1074_OXA-89,
betaL-g1075_OXA-9,
betaL-g1076_OXA-90,
betaL-g1077_OXA-91,
betaL-g1078_OXA-92,
betaL-g1079_OXA-93,
betaL-g1080a_OXA-94,
betaL-g1081_OXA-95,
betaL-g1082_OXA-96,
betaL-g1083_OXA-97,
betaL-g1084_OXA-98,
betaL-g1085_OXA-99,
betaL-g1086_OXY-1-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1087_OXY-1-2,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1088_OXY-1-3,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1089_OXY-1-4,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1091_OXY-1-6,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1093_OXY-2-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1094a_OXY-2-10,
betaL-g1095_OXY-2-2,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1096_OXY-2-3,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1097a_OXY-2-4,
betaL-g1099_OXY-2-6,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1100_OXY-2-7,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1101_OXY-2-8,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1102_OXY-2-9,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1103_OXY-3-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1104_OXY-4-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1105_OXY-5-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1106_OXY-5-2,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1107_OXY-6-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1108_OXY-6-2,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1109_OXY-6-3,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1110_OXY-6-4,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1111_P3,
betaL-g1112_P4,
betaL-g1113_P5,
betaL-g1114_Pa_Pb,
betaL-g1115_Pc_Pd,
betaL-g1116_penA,
betaL-g1117_PER-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1118_PER-2,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1119_PER-3,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1120_PER-4,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1121_PER-5,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1122_PER-6,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1123_PER-7,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1124_PLA-2a,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1125_PME-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1126_POM-1,
betaL-g1127_RAHN-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1128_RAHN-2,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1129_ROB-1,
betaL-g1130_SCO-1,
betaL-g1131_SED-1,"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Piperacillin, Ticarcillin, Piperacillin+Tazobactam"
betaL-g1132_SFB-1,
betaL-g1133_SFC-1,
betaL-g1134_SFH-1,
betaL-g1135_SFO-1,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1136_SHV-1,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin"
betaL-g1138_SHV-100,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1139_SHV-101,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1140_SHV-102,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1141_SHV-103,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1142_SHV-104,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1143_SHV-105,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1146_SHV-108,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1147_SHV-109,
betaL-g1148_SHV-11,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin"
betaL-g1157_SHV-12,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1158_SHV-120,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1159_SHV-121,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1165_SHV-128,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1166_SHV-129,"Cefotaxime, Ceftazidime, Ampicillin"
betaL-g1168_SHV-133,"Cefotaxime, Ceftazidime, Ampicillin"
